img_file,lefteye_x,lefteye_y,righteye_x,righteye_y,nose_x,nose_y,leftmouth_x,leftmouth_y,rightmouth_x,rightmouth_y,celeb_orig,celeb
006942.png,68,112,109,112,87,136,71,149,106,153,9533,5099
006943.png,68,112,109,112,88,140,68,151,109,152,5350,2865
006944.png,68,111,108,112,90,135,73,152,106,151,8068,4344
006945.png,67,112,109,113,86,136,70,150,108,151,3523,1898
006946.png,74,108,102,110,62,131,75,157,103,157,4824,2564
006947.png,70,109,106,112,77,135,73,153,106,153,8819,4757
006948.png,69,112,108,111,85,137,72,152,104,152,2882,1541
006949.png,70,112,108,111,85,134,71,153,105,152,10096,5383
006950.png,68,112,109,112,90,133,73,151,104,150,5922,3190
006951.png,69,111,108,111,90,138,65,151,111,153,3884,2082
006952.png,68,112,109,112,91,135,70,151,107,150,7797,4197
006953.png,70,111,107,111,104,131,70,154,106,152,2610,1400
006954.png,69,111,108,112,85,134,71,152,107,152,4848,2577
006955.png,70,111,107,110,89,138,73,152,103,153,4353,2331
006956.png,69,110,107,112,90,130,71,152,107,153,4976,2658
006957.png,69,112,108,111,93,137,72,153,104,151,5230,2801
006958.png,70,111,107,111,86,138,74,152,103,152,4251,2268
006959.png,69,111,108,112,79,137,68,149,109,153,4427,2370
006960.png,69,111,108,111,95,136,75,152,102,153,3760,2015
006961.png,70,110,106,111,89,132,73,154,105,153,6071,3273
006962.png,68,113,109,111,95,142,65,153,111,149,4982,2661
006963.png,69,112,108,111,91,132,69,153,108,150,2184,1179
006964.png,70,112,108,110,84,132,73,153,102,152,9912,5277
006965.png,69,112,108,111,93,131,69,152,107,152,6121,3299
006966.png,67,112,110,113,88,130,67,150,111,150,9351,5022
006967.png,69,112,108,111,89,136,70,150,107,153,1991,1090
006968.png,71,111,106,110,94,132,73,154,102,153,5485,2938
006969.png,70,112,108,111,84,126,73,152,102,152,3306,1773
006970.png,69,111,108,111,100,133,69,152,108,152,1224,677
006971.png,70,112,107,110,89,133,73,153,102,152,2443,1322
006972.png,69,111,108,112,91,137,74,152,104,152,8705,4698
006973.png,75,107,101,110,110,128,80,155,98,160,6587,3552
006974.png,68,112,109,112,82,135,63,151,114,150,335,198
006975.png,68,112,109,112,100,137,69,151,109,151,2744,1465
006976.png,70,111,107,111,83,133,73,152,104,153,1189,659
006977.png,68,112,110,112,88,130,67,151,110,150,795,442
006978.png,70,111,108,111,89,136,74,152,103,152,1525,842
006979.png,67,111,109,113,84,139,70,150,108,151,3058,1646
006980.png,70,111,107,111,82,135,74,152,104,154,945,536
006981.png,69,112,108,111,90,138,73,152,103,152,1548,854
006982.png,67,111,109,113,83,142,68,150,111,151,9050,4898
006983.png,70,112,108,110,88,138,68,152,107,152,6803,3666
006984.png,70,111,107,111,89,138,71,153,105,153,8350,4501
006985.png,69,111,108,112,93,139,70,152,107,151,8481,4579
006986.png,67,112,110,112,93,143,69,150,107,149,5003,2676
006987.png,70,113,109,109,80,128,72,152,102,151,3329,1787
006988.png,69,112,108,111,89,135,72,152,103,151,8813,4753
006989.png,72,111,106,109,75,125,74,153,101,155,8298,4470
006990.png,68,112,109,112,88,136,70,151,107,151,6482,3490
006991.png,71,111,106,110,80,140,74,154,102,154,5393,2889
006992.png,73,109,103,109,96,133,76,159,101,153,3190,1717
006993.png,69,112,108,111,83,139,68,151,109,152,3035,1632
006994.png,65,112,111,114,81,136,69,148,111,150,2084,1133
006995.png,69,110,107,112,80,142,66,151,112,154,9307,5011
006996.png,68,113,110,111,95,137,68,151,108,151,3634,1952
006997.png,68,111,108,112,83,138,70,152,107,151,3089,1661
006998.png,68,111,108,112,93,131,73,151,105,152,4324,2312
006999.png,71,111,107,110,82,135,74,153,101,154,199,121
007000.png,68,111,108,112,88,140,73,151,104,152,1695,931
007001.png,69,112,109,110,99,140,65,153,110,150,2241,1216
007002.png,70,111,108,111,89,133,74,152,103,153,6798,3664
007003.png,74,110,104,108,76,134,77,156,98,156,855,475
007004.png,69,112,109,111,95,141,68,152,109,151,7133,3830
007005.png,69,111,108,112,85,133,69,151,108,152,633,365
007006.png,70,110,107,111,100,132,73,152,105,153,2543,1373
007007.png,71,111,106,110,88,136,73,153,104,154,8863,4786
007008.png,67,112,109,112,83,129,68,149,109,152,5411,2900
007009.png,67,109,107,114,75,137,74,151,108,152,9069,4909
007010.png,68,111,108,113,88,132,69,150,109,152,2218,1200
007011.png,71,111,107,110,77,138,74,152,102,155,1723,945
007012.png,69,112,108,111,90,136,70,151,107,152,5843,3154
007013.png,69,111,107,111,83,138,70,153,108,152,4450,2385
007014.png,69,112,109,111,83,129,72,152,104,151,8469,4572
007015.png,68,112,109,112,89,138,69,150,108,152,4318,2308
007016.png,69,111,108,112,85,138,71,153,106,151,9243,4988
007017.png,73,110,104,109,77,130,77,155,99,157,5131,2743
007018.png,69,110,107,112,88,132,73,152,106,153,424,251
007019.png,70,111,107,111,94,137,73,154,103,152,121,76
007020.png,70,111,107,111,84,138,73,153,104,152,4514,2413
007021.png,69,111,108,111,89,134,74,152,103,152,6400,3448
007022.png,68,111,109,112,87,139,66,151,111,151,5017,2682
007023.png,71,110,106,110,88,136,75,153,102,154,2518,1360
007024.png,68,112,109,112,82,132,68,150,108,152,7796,4196
007025.png,69,113,109,110,81,134,70,151,104,153,1062,594
007026.png,73,108,103,111,106,127,79,156,101,156,6320,3400
007027.png,69,112,109,111,87,138,73,153,103,150,1474,810
007028.png,69,113,109,111,99,136,66,153,109,149,6337,3408
007029.png,66,112,110,113,83,141,66,149,112,150,6515,3505
007030.png,72,107,103,112,108,128,76,155,105,157,2199,1188
007031.png,70,111,107,110,83,133,72,153,104,153,2583,1390
007032.png,67,112,110,113,92,140,66,150,111,150,1149,637
007033.png,71,110,106,111,82,136,73,151,105,156,3294,1765
007034.png,68,112,109,112,96,138,69,152,108,150,8511,4598
007035.png,68,113,109,111,85,140,67,150,108,152,5022,2687
007036.png,68,111,108,112,94,135,69,153,109,151,5699,3070
007037.png,67,112,110,112,87,142,75,151,101,150,5942,3200
007038.png,69,113,109,110,104,136,67,153,107,150,6320,3400
007039.png,67,113,110,112,95,138,65,150,111,149,1410,774
007040.png,67,111,109,113,84,132,69,149,110,152,968,549
007041.png,70,109,105,112,72,137,69,152,110,155,3293,1764
007042.png,72,110,105,110,75,135,73,153,105,156,4202,2236
007043.png,71,111,107,110,90,135,73,152,103,155,1448,799
007044.png,68,111,108,113,91,133,71,152,108,151,6058,3265
007045.png,69,111,108,111,89,134,73,151,104,153,2706,1445
007046.png,67,113,111,112,88,141,62,149,114,150,904,510
007047.png,73,110,105,109,94,132,78,156,98,154,8939,4830
007048.png,69,112,108,112,89,138,65,152,111,151,1602,886
007049.png,69,111,107,111,86,137,72,152,105,153,8972,4851
007050.png,70,109,106,112,101,130,77,154,103,153,8700,4693
007051.png,68,112,109,112,79,135,71,151,106,152,1778,974
007052.png,75,110,103,108,111,133,72,159,103,155,4246,2264
007053.png,71,113,108,109,96,139,70,154,103,152,7231,3883
007054.png,70,111,107,111,81,135,74,151,103,154,7872,4238
007055.png,67,110,109,114,98,121,66,150,114,152,8054,4335
007056.png,69,112,109,111,92,131,69,152,107,151,5215,2794
007057.png,70,111,107,111,90,129,70,152,107,153,3229,1735
007058.png,68,112,109,112,93,141,68,152,109,150,9796,5227
007059.png,68,113,110,111,94,136,65,150,110,150,2380,1286
007060.png,67,111,109,113,87,140,68,151,110,151,7870,4236
007061.png,70,111,107,111,94,134,72,153,106,152,7924,4265
007062.png,70,111,107,111,92,128,72,153,105,152,6142,3312
007063.png,68,111,108,112,91,140,70,151,107,152,7538,4056
007064.png,67,112,110,112,89,140,66,151,111,150,1966,1074
007065.png,69,112,109,110,84,131,71,152,104,151,9183,4955
007066.png,71,112,107,109,101,137,70,155,105,152,8878,4795
007067.png,71,110,106,110,97,134,75,155,102,153,2760,1475
007068.png,73,112,106,108,108,141,69,155,105,154,8457,4565
007069.png,73,111,105,109,75,133,75,155,100,155,2385,1289
007070.png,70,112,108,110,85,134,70,152,105,151,347,206
007071.png,68,110,108,113,84,140,74,151,105,153,3492,1882
007072.png,70,112,108,110,98,140,73,154,102,151,9850,5251
007073.png,69,111,108,111,88,134,73,152,104,152,8254,4446
007074.png,69,111,108,111,93,139,74,153,103,152,2703,1443
007075.png,68,110,108,113,83,138,69,150,110,152,1496,825
007076.png,70,110,107,111,83,133,73,153,105,153,2526,1364
007077.png,67,112,110,112,89,137,66,150,111,151,6151,3316
007078.png,70,111,107,111,81,137,75,152,102,153,5630,3026
007079.png,68,112,109,112,82,139,67,150,110,151,4674,2490
007080.png,69,111,108,111,91,137,68,154,109,150,6296,3388
007081.png,70,112,108,110,88,135,72,153,104,151,7038,3780
007082.png,69,110,108,112,88,142,72,151,107,153,1400,770
007083.png,69,111,108,111,87,139,74,152,103,151,7856,4225
007084.png,68,113,110,111,85,137,71,152,104,150,675,389
007085.png,70,111,107,111,95,128,73,153,104,153,3910,2094
007086.png,70,111,107,111,88,139,73,152,104,153,7638,4113
007087.png,69,113,109,111,88,137,71,152,104,150,6055,3264
007088.png,68,110,107,113,74,138,70,151,110,153,5233,2802
007089.png,68,111,108,112,92,134,69,152,109,151,9842,5248
007090.png,69,112,108,111,90,123,73,150,103,154,10073,5369
007091.png,69,111,107,111,92,132,74,152,104,152,745,425
007092.png,67,111,109,113,88,138,66,150,113,151,2974,1595
007093.png,68,113,110,111,91,136,63,153,111,149,8927,4822
007094.png,70,111,107,110,88,128,74,154,103,152,4924,2626
007095.png,70,111,108,111,90,136,73,152,103,152,2857,1524
007096.png,72,109,105,111,98,131,77,153,101,156,10044,5356
007097.png,71,112,107,110,77,128,73,155,102,151,2697,1440
007098.png,72,112,106,109,79,133,73,154,101,155,8374,4513
007099.png,69,110,107,112,86,130,75,152,103,153,3444,1851
007100.png,71,112,107,110,80,131,74,153,101,153,3560,1918
007101.png,70,109,106,112,98,130,72,152,107,154,1209,668
007102.png,70,113,108,110,80,123,68,151,106,153,1581,875
007103.png,69,111,108,112,81,135,71,151,106,153,7292,3919
007104.png,68,111,109,112,88,138,73,151,104,151,7379,3970
007105.png,69,110,107,112,85,135,73,152,105,153,5382,2883
007106.png,72,112,106,109,73,128,71,156,103,152,6474,3486
007107.png,70,111,107,111,95,137,75,153,102,153,7386,3974
007108.png,70,111,108,111,88,131,73,154,104,151,6367,3429
007109.png,69,111,108,112,87,137,74,152,104,152,6310,3393
007110.png,70,112,108,111,84,141,73,152,103,152,9190,4960
007111.png,70,111,107,111,94,137,74,154,103,152,7460,4014
007112.png,71,113,108,109,106,138,68,155,105,150,8405,4535
007113.png,70,112,108,110,81,132,72,152,104,153,4154,2216
007114.png,68,111,108,112,88,135,67,152,110,151,8955,4840
007115.png,69,111,108,112,81,139,67,152,110,152,6305,3391
007116.png,71,109,105,111,74,139,75,153,103,156,6849,3685
007117.png,69,113,109,110,100,139,66,154,108,149,3866,2070
007118.png,68,112,109,112,85,133,71,152,106,150,646,369
007119.png,69,111,108,111,96,138,68,151,109,153,3981,2130
007120.png,69,111,108,111,83,132,74,152,102,152,3429,1842
007121.png,73,112,106,108,74,123,72,158,101,152,8579,4629
007122.png,68,114,111,110,95,142,65,153,108,148,1743,957
007123.png,69,111,108,111,87,139,70,149,107,154,2349,1274
007124.png,69,111,108,112,88,141,70,152,107,151,919,517
007125.png,70,110,107,111,88,131,75,153,103,153,1005,567
007126.png,70,111,107,111,91,136,68,153,109,152,6558,3532
007127.png,70,108,105,112,76,135,78,151,102,157,7048,3785
007128.png,69,111,108,111,80,135,72,151,105,153,10135,5403
007129.png,71,111,106,110,99,139,73,154,103,153,10008,5330
007130.png,70,113,108,110,81,128,71,154,103,151,6354,3419
007131.png,68,112,109,112,89,138,69,151,108,151,5715,3080
007132.png,70,111,107,110,87,131,76,152,100,153,9965,5308
007133.png,69,112,108,112,83,133,72,151,105,152,9578,5119
007134.png,70,110,107,111,87,136,75,153,103,153,1811,990
007135.png,68,111,109,112,85,138,70,150,108,152,3764,2017
007136.png,67,111,109,113,87,143,67,151,112,151,6214,3352
007137.png,70,111,107,111,80,136,76,151,101,156,5973,3217
007138.png,67,112,110,112,86,140,67,149,110,151,1883,1033
007139.png,70,111,107,110,80,133,73,153,103,152,5147,2753
007140.png,70,111,107,111,91,135,72,152,105,152,4455,2388
007141.png,70,111,108,111,87,136,74,151,102,153,5632,3028
007142.png,71,110,106,111,88,135,74,153,103,153,4051,2165
007143.png,71,111,106,110,86,135,75,153,102,154,5469,2929
007144.png,69,110,107,112,85,137,73,152,106,152,170,108
007145.png,70,111,107,111,88,135,70,153,107,153,50,35
007146.png,70,110,106,112,94,136,75,152,103,154,1193,661
007147.png,71,111,106,110,93,132,74,154,103,153,3443,1850
007148.png,69,110,108,112,81,134,72,150,107,154,4868,2590
007149.png,69,112,108,111,95,141,71,154,106,150,2010,1097
007150.png,67,113,111,112,89,139,67,149,109,150,7331,3941
007151.png,69,112,108,112,99,134,70,149,107,154,8018,4314
007152.png,71,109,105,111,101,132,77,155,101,154,7676,4129
007153.png,70,111,107,111,90,135,75,153,102,153,3839,2053
007154.png,69,112,108,111,73,133,66,150,110,153,3414,1833
007155.png,68,112,109,112,86,133,69,151,108,151,8329,4487
007156.png,68,112,109,112,90,135,71,151,106,151,4527,2417
007157.png,68,111,109,112,91,131,71,151,106,151,4562,2436
007158.png,70,111,107,111,91,132,74,152,103,153,7476,4023
007159.png,69,111,108,112,85,144,71,153,107,151,6624,3570
007160.png,69,111,108,111,91,132,73,151,104,153,3511,1891
007161.png,69,110,106,112,81,141,68,152,111,153,9446,5061
007162.png,70,111,107,111,98,136,70,153,107,153,10023,5342
007163.png,69,111,108,112,87,136,72,151,105,152,10080,5372
007164.png,69,112,109,111,92,144,67,152,109,151,4581,2447
007165.png,69,112,108,111,79,134,67,152,108,152,82,52
007166.png,68,110,108,113,87,139,73,152,106,152,2414,1305
007167.png,69,112,108,111,91,132,72,152,104,151,692,401
007168.png,70,111,107,111,90,137,72,153,105,152,8210,4420
007169.png,69,112,108,111,84,133,72,152,104,151,716,415
007170.png,69,112,108,111,87,132,70,152,106,151,6004,3235
007171.png,70,112,108,110,85,129,70,154,105,151,4220,2247
007172.png,69,111,107,112,86,139,69,151,109,153,7705,4143
007173.png,69,111,108,111,85,136,71,152,105,152,4893,2606
007174.png,67,111,109,113,84,138,66,151,112,150,2261,1231
007175.png,73,108,103,110,65,138,73,154,105,157,4501,2405
007176.png,70,111,108,111,86,139,71,152,106,153,6803,3666
007177.png,69,112,108,111,98,137,68,152,107,152,9399,5046
007178.png,69,112,108,111,91,133,71,152,105,152,5944,3201
007179.png,72,113,108,108,103,137,68,156,104,150,45,31
007180.png,70,109,106,112,102,131,74,153,105,154,3988,2136
007181.png,69,109,106,113,79,138,75,152,105,154,4393,2347
007182.png,69,112,108,111,99,136,70,152,106,152,6320,3400
007183.png,69,112,109,111,80,137,70,152,106,152,8614,4646
007184.png,68,111,108,112,86,135,71,151,106,152,3575,1926
007185.png,72,112,107,109,82,127,70,155,104,152,7443,4005
007186.png,70,111,107,111,85,132,72,153,104,152,3604,1942
007187.png,67,113,110,112,90,134,67,151,109,149,9140,4935
007188.png,68,110,108,113,78,135,68,153,111,151,3167,1703
007189.png,70,111,107,111,87,140,71,152,105,153,1733,951
007190.png,70,111,107,110,83,135,73,154,103,152,2307,1251
007191.png,70,112,107,110,95,134,73,152,103,153,7774,4182
007192.png,68,112,109,112,87,138,66,150,111,151,407,239
007193.png,68,112,109,112,84,138,69,150,109,152,1985,1085
007194.png,72,110,105,109,74,133,76,154,100,156,1776,973
007195.png,70,111,107,111,94,137,73,153,104,152,7739,4162
007196.png,68,112,110,112,95,140,69,150,108,151,3142,1687
007197.png,70,113,109,109,99,138,68,153,106,151,505,296
007198.png,71,111,107,110,99,136,70,153,106,154,2902,1550
007199.png,69,112,109,111,85,129,74,151,102,151,3920,2099
007200.png,68,112,109,112,89,136,70,150,106,151,7203,3870
007201.png,68,111,109,112,81,139,67,151,111,152,5002,2675
007202.png,68,111,108,112,78,141,69,152,109,151,8746,4719
007203.png,68,112,109,112,86,138,65,150,111,151,5904,3181
007204.png,73,109,104,110,103,134,73,156,104,155,4000,2143
007205.png,70,111,107,111,88,135,73,152,104,152,4860,2585
007206.png,70,114,109,109,80,119,68,154,105,150,3896,2088
007207.png,69,111,108,111,92,134,72,151,105,153,6429,3463
007208.png,68,112,109,112,93,138,68,152,109,151,2105,1144
007209.png,76,111,103,107,71,128,73,159,100,155,4949,2640
007210.png,69,112,108,111,88,131,70,152,107,152,2184,1179
007211.png,71,113,108,109,82,129,74,154,100,152,10019,5339
007212.png,69,112,109,111,89,134,73,152,103,151,2929,1568
007213.png,71,111,107,110,86,138,72,154,105,152,9033,4887
007214.png,70,111,107,111,84,133,72,153,105,153,8419,4542
007215.png,68,112,109,112,91,132,71,151,107,151,279,170
007216.png,69,111,108,112,88,141,73,153,104,150,7274,3908
007217.png,69,111,108,111,89,134,72,152,105,152,374,223
007218.png,68,112,109,112,91,137,66,151,111,151,1289,709
007219.png,69,112,108,111,92,141,70,153,106,151,6050,3261
007220.png,69,111,108,111,87,135,75,152,102,152,7212,3876
007221.png,69,110,107,112,92,137,73,153,106,152,7309,3930
007222.png,70,111,107,111,81,138,74,153,103,153,85,55
007223.png,69,112,108,111,92,139,73,152,104,151,270,164
007224.png,69,111,108,112,89,138,75,151,102,152,2290,1242
007225.png,69,112,108,111,89,127,74,153,102,151,2499,1347
007226.png,68,112,109,112,89,146,65,150,112,151,881,492
007227.png,69,111,108,112,91,131,74,151,104,153,655,375
007228.png,70,111,107,110,91,140,72,153,104,153,7114,3817
007229.png,68,111,109,112,91,137,73,151,105,151,8812,4752
007230.png,70,111,107,111,85,137,73,152,104,155,8458,4566
007231.png,68,110,108,113,80,141,70,149,109,154,7562,4069
007232.png,70,111,107,111,84,130,73,152,103,153,5032,2691
007233.png,68,110,107,113,96,135,75,152,105,152,9320,5015
007234.png,69,110,107,112,86,138,72,150,107,154,8960,4843
007235.png,68,112,109,112,88,135,76,151,101,151,6319,3399
007236.png,69,112,108,111,89,133,71,152,106,151,3785,2028
007237.png,70,110,107,111,86,132,71,154,107,151,5380,2882
007238.png,72,110,105,110,79,132,73,153,105,156,539,315
007239.png,69,111,107,111,92,130,77,152,100,152,5937,3197
007240.png,70,112,108,111,75,135,73,152,103,153,6860,3691
007241.png,67,112,110,112,91,137,67,150,110,151,508,299
007242.png,69,112,108,111,91,134,70,151,106,153,4744,2522
007243.png,70,111,107,111,89,134,72,153,105,153,2724,1458
007244.png,69,111,108,111,94,131,72,152,105,152,4894,2607
007245.png,69,111,108,112,84,135,71,151,107,152,221,134
007246.png,68,111,109,112,83,137,70,152,107,151,9948,5299
007247.png,69,111,108,111,88,130,72,152,105,151,9230,4982
007248.png,70,111,108,111,83,137,71,151,106,153,7858,4227
007249.png,69,111,108,112,92,140,69,153,108,151,6024,3247
007250.png,70,111,108,111,92,130,73,153,103,152,4661,2484
007251.png,72,110,105,110,88,132,74,154,102,155,9440,5058
007252.png,70,111,107,111,88,132,73,152,104,153,8469,4572
007253.png,68,111,109,112,85,139,66,150,112,152,7764,4177
007254.png,69,112,109,111,89,140,68,152,108,151,8432,4552
007255.png,69,112,108,111,80,136,71,152,106,152,3698,1981
007256.png,68,111,109,112,87,137,71,151,107,151,6501,3499
007257.png,69,113,109,110,83,128,70,151,104,152,5694,3067
007258.png,67,111,109,113,87,138,66,149,112,152,1356,744
007259.png,69,112,108,111,93,136,72,152,105,152,2529,1366
007260.png,69,110,107,112,90,139,68,152,111,152,3379,1814
007261.png,69,112,109,111,90,140,72,151,105,151,371,221
007262.png,70,111,108,111,88,133,76,152,100,153,1024,576
007263.png,71,111,107,110,75,135,71,154,105,153,5625,3022
007264.png,70,113,108,109,78,125,73,153,100,151,7709,4145
007265.png,69,112,108,111,89,136,72,152,105,152,2996,1606
007266.png,69,110,107,112,79,138,73,152,105,153,3835,2052
007267.png,70,111,107,111,86,137,74,153,103,152,7167,3846
007268.png,69,110,107,112,96,130,75,152,104,153,2861,1527
007269.png,69,111,107,111,87,132,72,152,105,153,8615,4647
007270.png,69,111,108,111,88,138,69,152,108,152,88,58
007271.png,69,112,108,111,91,133,71,151,105,152,7873,4239
007272.png,69,112,109,111,90,144,68,151,108,152,2814,1508
007273.png,69,113,109,110,93,140,67,151,107,152,5830,3145
007274.png,69,110,107,112,78,136,70,150,109,155,4626,2467
007275.png,71,111,107,110,84,133,73,154,103,153,4351,2329
007276.png,69,112,108,111,88,134,69,151,108,152,8372,4512
007277.png,70,111,107,111,83,131,73,152,103,152,1584,877
007278.png,67,113,110,112,87,130,73,150,102,150,9069,4909
007279.png,69,111,107,112,84,141,73,153,105,152,724,417
007280.png,72,111,106,109,81,127,73,155,102,153,1382,759
007281.png,67,112,110,112,85,141,64,150,113,151,7357,3959
007282.png,72,108,104,111,106,135,75,153,104,157,6247,3368
007283.png,70,110,106,111,89,132,77,153,100,153,7571,4073
007284.png,70,112,108,111,87,137,71,152,105,153,3050,1640
007285.png,69,110,107,112,82,140,75,150,104,154,4166,2222
007286.png,71,111,106,111,97,136,73,153,103,153,1538,848
007287.png,69,112,108,111,89,136,75,152,102,151,10089,5379
007288.png,69,111,108,112,95,138,71,152,107,152,2439,1318
007289.png,68,112,109,111,93,137,67,152,109,149,10091,5380
007290.png,68,112,109,112,81,135,72,151,105,151,1968,1075
007291.png,67,112,110,112,83,134,71,151,106,149,1490,822
007292.png,66,112,111,113,85,136,67,150,110,148,10031,5346
007293.png,69,113,109,110,95,140,70,152,104,151,9789,5221
007294.png,71,112,107,109,83,133,74,154,101,152,9224,4979
007295.png,71,111,106,110,96,136,73,154,103,153,5659,3045
007296.png,68,112,110,112,88,136,69,150,108,151,7354,3956
007297.png,70,111,107,111,80,137,72,154,104,152,211,128
007298.png,67,112,110,112,80,140,67,151,110,149,1990,1089
007299.png,69,112,109,111,96,137,66,152,110,151,8783,4739
007300.png,72,112,106,109,100,136,69,154,105,154,7685,4132
007301.png,71,108,105,112,99,128,76,153,105,155,4623,2465
007302.png,72,111,106,110,78,136,73,154,102,154,94,63
007303.png,70,112,108,110,85,132,70,152,105,153,1857,1019
007304.png,70,111,107,111,84,140,72,153,105,153,7014,3767
007305.png,69,112,108,111,95,134,70,152,106,151,3655,1963
007306.png,68,111,109,112,89,140,67,150,110,151,6365,3427
007307.png,71,110,106,111,102,133,73,153,104,154,3085,1659
007308.png,68,112,109,112,84,135,67,150,110,152,9011,4873
007309.png,70,111,107,111,79,139,74,151,103,154,5631,3027
007310.png,67,112,110,112,88,138,67,148,110,152,6060,3267
007311.png,71,111,107,110,84,134,73,154,103,152,2301,1248
007312.png,70,111,107,111,87,133,73,152,103,152,5542,2973
007313.png,70,111,107,111,91,136,74,152,103,153,8761,4729
007314.png,67,112,109,112,88,140,65,150,112,150,3396,1820
007315.png,69,112,109,111,86,128,73,152,103,151,905,511
007316.png,69,111,108,111,89,129,72,152,105,152,4970,2653
007317.png,67,113,111,112,92,136,66,150,110,149,10028,5344
007318.png,67,112,110,112,88,139,66,150,110,150,4434,2375
007319.png,69,111,108,112,89,133,73,152,105,151,10031,5346
007320.png,70,111,108,111,84,137,69,152,108,153,8165,4394
007321.png,70,111,107,111,92,139,70,153,106,152,897,503
007322.png,70,112,108,110,97,138,73,153,102,152,847,471
007323.png,68,111,109,112,85,136,66,151,112,151,5511,2954
007324.png,68,111,109,112,90,140,69,151,108,152,1686,927
007325.png,68,112,109,111,84,130,68,151,108,151,1088,608
007326.png,67,112,110,112,85,138,65,150,111,150,5139,2745
007327.png,71,111,106,110,98,133,73,154,103,153,1873,1028
007328.png,71,111,106,111,91,138,73,153,104,154,2577,1385
007329.png,70,112,108,110,81,137,72,152,104,153,7484,4028
007330.png,73,109,103,110,72,133,76,156,102,156,5561,2986
007331.png,71,110,105,111,82,132,74,154,104,153,5469,2929
007332.png,68,112,109,111,88,136,67,150,108,151,5830,3145
007333.png,67,112,110,112,87,139,64,151,113,149,1546,853
007334.png,70,110,107,112,82,136,74,151,105,154,2778,1488
007335.png,69,111,108,112,84,132,70,151,107,153,7,5
007336.png,72,112,106,109,80,124,75,154,100,153,9212,4973
007337.png,70,111,107,111,89,132,74,153,103,153,3175,1709
007338.png,69,110,107,112,94,127,68,152,110,152,3736,2001
007339.png,69,112,109,111,86,137,66,152,110,151,7668,4126
007340.png,70,110,106,112,85,130,73,155,106,151,1560,861
007341.png,67,112,110,112,86,140,67,150,110,151,8943,4833
007342.png,69,111,108,111,91,136,73,151,103,152,7074,3798
007343.png,68,112,109,112,83,143,66,150,111,152,9288,5002
007344.png,71,111,106,111,89,139,71,153,106,153,894,500
007345.png,70,111,107,111,81,138,73,153,103,152,1192,660
007346.png,70,113,109,110,83,118,71,155,103,149,2111,1146
007347.png,69,111,108,111,88,135,73,152,103,152,9791,5223
007348.png,72,109,104,111,97,131,74,157,105,153,3379,1814
007349.png,69,111,108,112,90,127,67,151,111,152,6811,3670
007350.png,68,112,109,111,86,136,68,150,109,152,2753,1469
007351.png,72,111,106,110,98,134,74,153,102,154,8374,4513
007352.png,73,110,104,110,88,127,80,155,97,155,4954,2644
007353.png,66,108,107,116,74,143,69,147,114,155,6415,3454
007354.png,71,111,107,110,85,135,73,154,103,153,3817,2047
007355.png,69,112,108,111,93,136,73,152,103,151,8930,4825
007356.png,70,111,107,111,87,135,72,153,104,153,10096,5383
007357.png,70,111,107,111,85,131,73,153,104,153,5817,3136
007358.png,69,111,108,111,89,139,72,152,105,152,4612,2460
007359.png,67,110,109,114,82,142,72,150,108,152,731,419
007360.png,70,112,108,111,91,139,65,152,111,152,8021,4317
007361.png,69,111,108,112,94,141,70,152,107,151,9970,5312
007362.png,71,110,106,111,85,137,72,154,105,154,8086,4358
007363.png,69,111,108,111,87,135,71,152,106,151,4089,2182
007364.png,67,112,110,112,83,141,63,149,114,151,7943,4276
007365.png,67,113,110,112,94,141,66,151,111,149,5312,2842
007366.png,69,111,107,112,85,133,75,152,103,152,1686,927
007367.png,70,111,107,111,93,130,71,153,106,153,3659,1964
007368.png,68,111,109,112,92,137,74,152,103,151,238,145
007369.png,69,112,108,111,91,139,70,152,106,152,4839,2572
007370.png,70,113,108,110,97,135,73,152,101,153,9473,5075
007371.png,70,111,107,111,84,138,71,152,106,152,3721,1992
007372.png,68,112,109,111,93,137,68,151,108,151,2862,1528
007373.png,65,113,111,113,88,140,65,149,113,148,8639,4660
007374.png,68,112,110,112,87,144,65,150,112,151,5917,3187
007375.png,71,107,103,112,104,127,75,154,107,156,4300,2295
007376.png,69,111,108,111,89,138,73,152,104,152,8636,4657
007377.png,69,111,108,111,87,137,75,152,102,152,6325,3402
007378.png,71,110,106,111,97,137,76,153,102,154,4000,2143
007379.png,69,112,108,111,88,132,72,151,104,152,302,179
007380.png,69,111,108,112,89,138,72,151,105,152,7777,4184
007381.png,68,110,108,113,81,141,67,150,112,152,5247,2813
007382.png,69,109,106,113,83,137,76,152,105,154,6683,3603
007383.png,67,112,110,112,86,139,65,150,112,151,961,544
007384.png,74,108,103,110,103,140,78,156,100,157,1456,803
007385.png,67,112,110,112,93,135,67,151,110,150,7878,4242
007386.png,72,109,104,110,102,128,77,155,101,156,3960,2119
007387.png,69,111,108,111,86,130,70,152,107,152,2092,1138
007388.png,71,111,106,110,99,134,74,154,103,153,10118,5395
007389.png,70,110,107,111,75,138,69,152,108,153,32,23
007390.png,71,110,105,111,80,140,76,152,101,155,8385,4520
007391.png,71,113,108,109,69,129,73,153,100,152,2721,1456
007392.png,70,110,106,111,94,133,75,153,102,153,7504,4036
007393.png,67,112,110,112,89,138,68,149,109,150,2694,1439
007394.png,67,112,110,113,82,142,67,149,110,151,2873,1535
